Pubmed Central ID	Article number	Allocated	Journal	Omics type	Organism	Gene set library	GS version	Statistical test used	FDR Correction	App used	App Version	Code availability	Background gene set	Assumptions violated	Gene lists provided	Other notes	Status (Only for Mark/Kaumadi)
PMC6931193	2694																
PMC6931392	2695																
PMC6932809	2696																
PMC6932884	2697																
PMC6932902	2698																
PMC6933356	2699																
PMC6933361	2700																
PMC6933632	2701																
PMC6933721	2702																
PMC6933876	2703																
PMC6934127	2704																
PMC6934607	2705																
PMC6934627	2706																
PMC6934722	2707																
PMC6935135	2708																
PMC6935192	2709																
PMC6935231	2710																
PMC6935368	2711																
PMC6935443	2712																
PMC6935456	2713																
PMC6935805	2714																
PMC6935952	2715																
PMC6936117	2716																
PMC6936122	2717																
PMC6936209	2718																
PMC6936254	2719																
PMC6937407	2720																
PMC6937694	2721																
PMC6937800	2722																
PMC6937830	2723																
PMC6937859	2724																
PMC6937914	2725																
PMC6937928	2726																
PMC6937992	2727																
PMC6938325	2728																
PMC6938360	2729																
PMC6938725	2730																
PMC6938849	2731																
PMC6939418	2732																
PMC6939877	2733																
PMC6940686	2734																
PMC6940780	2735																
PMC6940782	2736																
PMC6940799	2737																
PMC6940810	2738																
PMC6940885	2739																
PMC6940916	2740																
PMC6940972	2741																
PMC6940982	2742																
PMC6941056	2743																
PMC6941065	2744																
PMC6942205	2745																
PMC6942537	2746																
PMC6942623	2747																
PMC6943157	2748																
PMC6943223	2749																
PMC6943471	2750																
PMC6943701	2751																
PMC6943770	2752																
PMC6944018	2753																
PMC6944051	2754																
PMC6944061	2755																
PMC6944160	2756																
PMC6944231	2757																
PMC6944279	2758																
PMC6944448	2759																
PMC6945029	2760																
PMC6945146	2761																
PMC6946305	2762																
PMC6946990	2763																
PMC6947125	2764																
PMC6947151	2765																
PMC6947298	2766																
PMC6947373	2767																
PMC6947547	2768																
PMC6947816	2769																
PMC6947849	2770																
PMC6947886	2771																
PMC6947934	2772																
PMC6948276	2773																
PMC6948287	2774																
PMC6948294	2775																
PMC6948325	2776																
PMC6948354	2777																
PMC6948356	2778																
PMC6948815	2779																
PMC6949066	2780																
PMC6949071	2781																
PMC6949667	2782																
PMC6949770	2783																
PMC6949825	2784																
PMC6950369	2785																
PMC6950702	2786																
PMC6950742	2787																
PMC6951210	2788																
PMC6951405	2789																
PMC6951418	2790																
PMC6951466	2791																
PMC6951973	2792																
PMC6953077	2793																
PMC6954304	2794																
PMC6954429	2795																
PMC6954644	2796																
PMC6955652	2797																
PMC6955744	2798																
PMC6955783	2799																
PMC6955965	2800																
PMC6956285	2801																
PMC6956410	2802																
PMC6956414	2803																
PMC6956732	2804																
PMC6958407	2805																
PMC6958418	2806																
PMC6959404	2807																
PMC6960387	2808																
PMC6961682	2809																
PMC6962486	2810																
PMC6962594	2811																
PMC6963149	2812																
PMC6963340	2813																
PMC6963385	2814																
PMC6964619	2815																
PMC6965346	2816																
PMC6966109	2817																
PMC6966116	2818																
PMC6966171	2819																
PMC6966616	2820																
