Journal	Omics type	Organism	Gene set library	GS version	Statistical test used	FDR Correction	App used	App Version	Code availability	Background gene set	Assumptions violated	Gene lists provided
AMB Express	RNA-seq	Morchella importuna	GO, KEGG	No	Not stated	Yes	GOATOOLS	No	NA	Yes	No	No
AMB Express	RNA-seq	Morchella importuna	GO, KEGG	No	Not stated	Yes	KOBAS	No	NA	Yes	No	No
Sci Rep	Metabolomics	Gallus gallus	GO	No	Hypergeometric, Fisher	Yes	MetaboAnalyst	Yes	NA	Not stated	Background	No
BMC Plant Biol	RNA-seq	Carica papaya	GO	No	Hypergeometric	No	GOseq	No	No	Not stated	Background, FDR	Yes
BMC Plant Biol	RNA-seq	Carica papaya	KEGG	No	Not stated	No	KOBAS	No	NA	Not stated	Background, FDR	Yes
Clin Epigenetics	NanoString, Proteomics	Homo sapiens	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	Yes	NA	Not stated	Background	No
PeerJ	RNA-seq, Proteomics	Ananas comosus	GO, KEGG	No	Hypergeometric	No	Not stated	No	NA	Not stated	Background, FDR	No
PeerJ	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	Yes	clusterProfiler	No	No	Not stated	Background	No
Cancer Manag Res	Gene expression array, Database	Homo sapiens	GO	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	No
Cancer Manag Res	Gene expression array, Database	Homo sapiens	KEGG	No	Not stated	No	DIANA-miRPath	No	NA	Not stated	Background, FDR	No
J Diabetes Investig	Gene expression array, Database	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
J Diabetes Investig	Gene expression array, Database	Homo sapiens	GO, KEGG, Reactome, BioCyc, PANTHER, NHGRI	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
J Diabetes Investig	Gene expression array, Database	Homo sapiens	GO, KEGG, Reactome, BioCyc, PANTHER, NHGRI	No	Not stated	No	PANTHER	No	NA	Not stated	Background, FDR	No
J Diabetes Investig	Gene expression array, Database	Homo sapiens	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	No
Int J Mol Sci	Proteomics	Homo sapiens	KEGG	No	Hypergeometric	Yes	ClueGO/Cytoscape	No	NA	Not stated	Background	No
Cancers (Basel)	Gene expression array, Database	Homo sapiens	Ingenuity Knowledge Base	No	Not stated	Yes	Ingenuity Pathway Analysis	No	NA	Not stated	Background	No
Cancers (Basel)	RNA-seq	Gallus gallus	GO	No	Not stated	Yes	GOseq	No	No	Not stated	Background	No
Cancers (Basel)	RNA-seq	Gallus gallus	KEGG	No	Not stated	Yes	KOBAS	No	NA	Not stated	Background	No
Cancers (Basel)	RNA-seq	Homo sapiens	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	No
Genes (Basel)	DNA methylation array	Homo sapiens	Ingenuity Knowledge Base	No	Fisher	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	Yes
Am J Clin Exp Urol	scRNA-seq	Homo sapiens	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	No
Am J Clin Exp Urol	RNA-seq	Mus musculus	GO	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
Cells	RNA-seq, Database	Gallus gallus	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
Int J Mol Sci	Gene expression array	Homo sapiens, Mus musculus	Reactome, GO	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
Int J Mol Sci	Gene expression array	Homo sapiens, Mus musculus	Reactome, GO	No	Not stated	No	Enrichr	No	NA	Not stated	Background, FDR	No
Int J Mol Sci	PCR array	Homo sapiens, Mus musculus	Not stated	No	Not stated	No	DIANA-miRPath	No	NA	Not stated	Background, FDR	No
Cancers (Basel)	Gene expression array	Homo sapiens	Reactome	No	GSEA	Yes	GSEA	No	NA	NA	No	No
Diagnostics (Basel)	RNA-seq	Homo sapiens	GO, KEGG	No	GSEA	Yes	GSEA	No	NA	NA	No	No
Cells	Gene expression array	Homo sapiens	GO, UniProt	No	Hypergeometric	Yes	ClueGO/Cytoscape	Yes	NA	Not stated	Background, FDR	No
Healthcare (Basel)	Proteomics	Homo sapiens	GO	No	Not stated	No	PANTHER	Yes	NA	Not stated	Background, FDR	Yes
Healthcare (Basel)	Proteomics	Homo sapiens	KEGG	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	Yes
Diagnostics (Basel)	Gene expression array	Homo sapiens	GO, ToppCluster	No	Not stated	No	ToppCluster	No	NA	Not stated	Background, FDR	No
Int J Mol Sci	RNA-seq, Database	Glycine max	GO, KEGG	No	Not stated	No	Not stated	No	NA	Not stated	Background, FDR	Yes
Cancer Imaging	RNA-seq	Homo sapiens	KEGG	No	GSEA	Yes	PIANO	No	No	Not stated	Background	No
Proc Natl Acad Sci U S A	ChIP-seq	Homo sapiens	KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	Yes
Aging (Albany NY)	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
JCI Insight	DNA methylation sequencing	Homo sapiens	GO	No	Not stated	Yes	GREAT	Yes	NA	Not stated	Background	No
JCI Insight	RNA-seq	Homo sapiens	MSigDB	No	GSEA	No	GSEA	No	NA	NA	FDR	No
Sci Rep	RNA-seq	Oryza sativa	GO, KEGG	No	Hypergeometric	No	Not stated	No	NA	Stated, but incorrect	Background, FDR	No
Proteomes	Proteomics	Mus musculus	GO, KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	No
Metabolites	Metabolomics	Ovis aries	MetaboAnalyst	Yes	Not stated	No	MetaboAnalyst	Yes	NA	Not stated	Background, FDR	No
Medicina (Kaunas)	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
Medicina (Kaunas)	Gene expression array, Database	Homo sapiens	GO, ToppFun	No	Hypergeometric	Yes	ToppFun	No	NA	Stated, but incorrect	Background	No
Evid Based Complement Alternat Med	Database	Homo sapiens	GO, KEGG	No	Hypergeometric	No	DAVID	No	NA	Not stated	Background, FDR	No
Cancer Cell Int	Database	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
Hypertension	DNA methylation array	Homo sapiens	GO	No	Not stated	Yes	GOseq	No	NA	Not stated	Background, FDR	Yes
Medicine (Baltimore)	Gene expression array, Database	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	No
Medicine (Baltimore)	Gene expression array, miRNA expression array, Database	Homo sapiens	GO, KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	No
Medicine (Baltimore)	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	No
Sci Rep	RNA-seq	Gallus gallus	GO	No	Hypergeometric	Yes	GOseq	No	NA	Not stated	Background	No
Sci Rep	RNA-seq	Gallus gallus	KEGG	No	Not stated	Yes	clusterProfiler	No	No	Not stated	Background	No
Clin Proteomics	Proteomics	Homo sapiens	KEGG	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	Yes
J Transl Med	Database	Homo sapiens	GO	No	Not stated	Yes	FunRich	No	NA	Not stated	Background	No
J Transl Med	Database	Homo sapiens	KEGG	No	Not stated	Yes	STRING	No	NA	Not stated	Background	No
BMC Genet	Genotyping array	Bos taurus	GO, Ingenuity Knowledge Base	No	Not stated	Yes	Ingenuity Pathway Analysis	No	NA	Not stated	Background	No
BMC Bioinformatics	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
J Immunother Cancer	Database	Homo sapiens	GO	No	Not stated	No	GeneTrail2	No	NA	Not stated	Background, FDR	No
BMC Med	Genotyping array	Homo sapiens	MSigDB	No	Not stated	Yes	MAGMA	No	NA	Not stated	Background	Yes
BMC Med	Genotyping array	Homo sapiens	FUMA	No	Hypergeometric	Yes	FUMA	No	NA	Not stated	Background	Yes
Cancer Cell Int	Gene expression array, Database	Homo sapiens	GO, KEGG	No	Not stated	Yes	clusterProfiler	No	No	Not stated	Background	No
Hereditas	Gene expression array	Homo sapiens	GO, KEGG, Reactome, WikiPathway	No	Not stated	No	ClueGO/Cytoscape	Yes	NA	Not stated	Background, FDR	No
Hereditas	Gene expression array	Homo sapiens	GO, KEGG, Reactome, WikiPathway	No	Not stated	No	ClueGO/Cytoscape	Yes	NA	Not stated	Background, FDR	No
Hereditas	Gene expression array	Homo sapiens	GO, KEGG, Reactome, WikiPathway	No	Not stated	No	Cluepedia	Yes	NA	Not stated	Background, FDR	No
J Cancer	Gene expression array	Homo sapiens	GO	No	Not stated	Yes	FunRich	No	NA	Not stated	Background	No
J Cancer	Gene expression array	Homo sapiens	KEGG	No	GSEA	Yes	GSEA	No	NA	NA	No	No
Stem Cells Int	Gene expression array, Database	Homo sapiens	GO, KEGG, BioCarta	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	No
Evid Based Complement Alternat Med	Database	Homo sapiens	GO	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	Yes
Evid Based Complement Alternat Med	Database	Homo sapiens	KEGG	No	Not stated	No	KEGG mapper	No	NA	Not stated	Background, FDR	Yes
Sci Rep	RNA-seq	Homo sapiens	GO	No	No test	No	Not stated	No	NA	Not stated	Background, FDR, Inference without test	No
BMC Res Notes	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
J Exp Clin Cancer Res	RNA-seq	Homo sapiens	GO	No	Not stated	Yes	clusterProfiler	No	No	Not stated	Background	Yes
J Exp Clin Cancer Res	RNA-seq	Homo sapiens	KEGG	No	GSEA	Yes	GSEA	No	NA	NA	No	Yes
Breast Cancer Res	Gene expression array	Homo sapiens, Mus musculus	MSigDB	No	GSEA	Yes	GSEA	No	NA	NA	No	No
Cancer Cell Int	RNA-seq	Homo sapiens	GO, KEGG	No	Not stated	Yes	Enrichr	No	NA	Not stated	Background	No
BMC Plant Biol	RNA-seq	Magnolia wufengensis	GO, KEGG	No	Fisher	Yes	GOATOOLS	No	NA	Not stated	Background	No
BMC Plant Biol	RNA-seq	Magnolia wufengensis	GO, KEGG	No	Not stated	Yes	KOBAS	No	NA	Not stated	Background	No
Biomed Res Int	RNA-seq	Homo sapiens	GO, KEGG	No	Fisher	No	Not stated	No	NA	Not stated	Background, FDR	No
Front Pediatr	Gene expression array	Homo sapiens	GO, KEGG	No	Fisher	No	clusterProfiler	No	No	Not stated	Background, FDR	No
Cancer Med	RNA-seq	Homo sapiens	GO	No	Not stated	Yes	clusterProfiler	No	No	Not stated	Background	No
Biosci Rep	RNA-seq	Homo sapiens	GO, KEGG	No	Not stated	No	ClueGO/Cytoscape	No	NA	Not stated	Background, FDR	No
World J Gastroenterol	RNA-seq, DNA methylation array	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	No
World J Gastroenterol	RNA-seq, DNA methylation array	Homo sapiens	KEGG	No	Not stated	No	KOBAS	Yes	NA	Not stated	Background, FDR	No
World J Gastroenterol	RNA-seq, DNA methylation array	Homo sapiens	KEGG	No	GSEA	No	GSEA	Yes	NA	NA	FDR	No
Inhal Toxicol	Proteomics	Mus musculus	GO	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	No
Front Genet	Genotyping array	Cyprinus carpio	GO	No	Not stated	No	GOEAST	No	NA	Not stated	Background, FDR	Yes
Front Genet	Genotyping array	Cyprinus carpio	KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	Yes
PLoS One	RNA-seq	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	No
PLoS One	RNA-seq	Homo sapiens	GO, KEGG	No	Not stated	No	GeneMANIA	No	NA	Not stated	Background, FDR	No
PLoS One	RNA-seq	Homo sapiens	MSigDB	Yes	GSEA	Yes	GSEA	No	NA	NA	No	No
Medicine (Baltimore)	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
EBioMedicine	RNA-seq	Homo sapiens	MSigDB	No	GSEA	Yes	GSEA	Yes	NA	NA	No	No
EBioMedicine	Proteomics	Homo sapiens	PANTHER	Yes	Fisher	Yes	PANTHER	Yes	NA	Not stated	Background	No
EBioMedicine	Proteomics	Homo sapiens	Not stated	No	Fisher	Yes	DAVID	Yes	NA	Not stated	Background	No
EBioMedicine	Proteomics	Homo sapiens	Not stated	No	GSEA, Fisher	Yes	GSEA	No	NA	NA	No	No
Carcinogenesis	RNA-seq, Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	No	Not stated	No	NA	Not stated	Background, FDR	No
Carcinogenesis	RNA-seq, Gene expression array	Homo sapiens	GO	No	GSEA	Yes	GSEA	Yes	NA	NA	No	No
J Biol Chem	RNA-seq	Homo sapiens	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	No
Int J Med Sci	Gene expression array	Homo sapiens	GO	No	Not stated	No	GOstats	No	NA	Not stated	Background, FDR	No
Int J Med Sci	Gene expression array	Homo sapiens	GO	No	Not stated	Yes	BiNGO/Cytoscape	No	NA	Not stated	Background	No
Int J Med Sci	Gene expression array	Homo sapiens	KEGG	No	Not stated	No	GeneAnswers	No	NA	Not stated	Background, FDR	No
Int J Med Sci	Gene expression array	Homo sapiens	GO, KEGG	No	GSEA	Yes	GSEA	No	NA	NA	No	No
PeerJ	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
J Am Heart Assoc	RNA-seq	Homo sapiens	GO, KEGG	No	Not stated	No	WebGestalt	No	NA	Not stated	Background, FDR	No
Onco Targets Ther	Gene expression array, Database	Homo sapiens	GO	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	No
Neuropsychiatr Dis Treat	Genome sequencing	Homo sapiens	GO	No	Not stated	No	ClueGO/Cytoscape	Yes	NA	Not stated	Background, FDR	No
Nat Commun	Proteomics	Homo sapiens	Ingenuity Knowledge Base	Yes	Not stated	No	Ingenuity Pathway Analysis	Yes	NA	Not stated	Background, FDR	No
Front Microbiol	RNA-seq, Genome sequencing	Haemophilus influenzae	COG	No	Fisher	Yes	Not stated	No	NA	Not stated	Background, FDR	Yes
AAPS J	RNA-seq	Homo sapiens	Ingenuity Knowledge Base	No	Not stated	Not stated	Ingenuity Pathway Analysis	No	NA	Not stated	No data shown	No
BMC Genomics	RNA-seq	Gerbera hybrida	KEGG	No	Not stated	Yes	KOBAS	No	NA	Stated, but incorrect	Background	Yes
J Transl Med	RNA-seq, Proteomics, DNA methylation sequencing	Rattus norvegicus	KEGG, GO	Yes	Hypergeometric	Yes	DAVID	Yes	NA	Not stated	Background	Yes
J Transl Med	miRNA-seq	Homo sapiens	KEGG, GO, PID, Reactome, BioCarta	No	No test	NA	miRSystem	No	NA	Not stated	Inference without test	No
Mol Breed	RNA-seq	Brassica napus	GO, InterPro	No	Not stated	Not stated	Not stated	No	NA	Not stated	No data shown	Yes
Thyroid	Genome sequencing	Homo sapiens	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	Yes
Cell Cycle	RNA-seq	Mus musculus	KEGG, GO	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PLoS One	RNA-seq	Suaeda salsa	KEGG	No	Not stated	Yes	Not stated	No	NA	Not stated	Background	No
PLoS One	RNA-seq	Mus musculus	GO	No	Not stated	No	Not stated	No	NA	Not stated	Background, FDR	No
Genet Med	Metabolomics	Homo sapiens	KEGG	No	Not stated	Not stated	Metabolon	Yes	NA	Not stated	No data shown	Yes
Front Aging Neurosci	Gene expression array	Mus musculus	KEGG, GO	No	Fisher, Hypergeometric	Yes	Not stated	No	NA	Not stated	Background	Yes
Neuropsychiatr Dis Treat	Database	Homo sapiens	KEGG, Schizo-Pi	No	No test	Not stated	Cytoscape (No plugin stated)	Yes	NA	Not stated	Inference without test	No
Int J Mol Sci	Proteomics	Rattus norvegicus	Ingenuity Knowledge Base	No	Not stated	Not stated	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	Yes
Int J Mol Sci	RNA-seq	Citrus sinensis	GO	No	Hypergeometric	Yes	Not stated	No	NA	Not stated	Background	Yes
Int J Mol Sci	RNA-seq	Raphanus sativus	GO	No	No test	NA	GOseq	No	No	Not stated	No data shown	Yes
Int J Mol Sci	RNA-seq	Raphanus sativus	KEGG	Yes	Not stated	No	KOBAS	Yes	No	Not stated	Background, FDR	Yes
Molecules	Metabolomics	Rattus norvegicus	MetaboAnalyst	Yes	Not stated	Yes	MetaboAnalyst	Yes	NA	Not stated	Background	No
Int J Mol Sci	RNA-seq	Aedes aegypti	GO	No	No test	Not stated	AmiGO	No	NA	Not stated	Inference without test	No
Int J Mol Sci	RNA-seq	Humulus lupulus	GO	No	Hypergeometric	Yes	agriGO	No	NA	Not stated	Background	Yes
Int J Mol Sci	RNA-seq	Humulus lupulus	KEGG	No	Not stated	Yes	KOBAS	No	NA	Not stated	Background	Yes
Int J Mol Sci	PCR array	Homo sapiens	Not stated	No	Not stated	Not stated	Not stated	No	NA	Not stated	Background, FDR	Yes
J Immunother Cancer	Microbiome	Homo sapiens	KEGG	No	Kruskal-Wallis	No	Not stated	No	No	NA	FDR	No
Stem Cells Int	Gene expression array	Rattus norvegicus	KEGG, GO	No	EASE	No	DAVID	No	NA	Not stated	Background, FDR	No
Front Oncol	Metabolomics	Homo sapiens	KEGG	No	Not stated	No	Mummichog	Yes	NA	NA	No	No
PLoS One	Proteomics	Mus musculus	KEGG, GO	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	Yes
PLoS One	Proteomics	Mus musculus	KEGG	Yes	GSEA	Yes	GSEA	No	NA	NA	No	No
Endocrinology	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
World J Clin Cases	Gene expression array	Homo sapiens	KEGG, GO	No	Not stated	Yes	clusterProfiler	No	No	Not stated	Background	No
Sci Rep	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
Sci Rep	RNA-seq	Homo sapiens	KEGG, GO	No	Not stated	No	topGO	No	No	Not stated	Background, FDR	Yes
Sci Rep	RNA-seq	Homo sapiens	KEGG, GO	No	GSEA	Yes	GSEA	No	NA	NA	No	Yes
Physiol Mol Biol Plants	RNA-seq	Solanum sisymbriifolium	GO	No	Hypergeometric	Yes	GOseq	Yes	No	Not stated	Background	No
Physiol Mol Biol Plants	RNA-seq	Solanum sisymbriifolium	KEGG	No	Not stated	Yes	KOBAS	Yes	NA	Not stated	Background	No
Arch Med Sci	Gene expression array	Homo sapiens	KEGG, GO	No	GSEA	Yes	GSEA	Yes	NA	NA	No	No
J Assist Reprod Genet	RNA-seq	Macaca mulatta	Ingenuity Knowledge Base	No	Not stated	Not stated	Ingenuity Pathway Analysis	No	NA	Not stated	No data shown	Yes
J Assist Reprod Genet	RNA-seq	Macaca mulatta	GO	Yes	Not stated	Yes	PANTHER	Yes	NA	Not stated	Background	Yes
Toxicol Sci	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
Toxicol Sci	NanoString	Mus musculus	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	Yes
Front Genet	RNA-seq	Campylomormyrus compressirostris, Campylomormyrus tshokwe, Gnathonemus petersii, Malapterurus electricus, Sternopygus macrurus	KEGG, GO	No	Hypergeometric	Yes	KOBAS	Yes	NA	Not stated	Background	Yes
PLoS One	Gene expression array	Homo sapiens	GO	No	Not stated	Yes	Cytoscape (No plugin stated)	No	NA	Not stated	Background, No data shown	Yes
Allergy Asthma Immunol Res	Proteomics	Homo sapiens	GO	No	Not stated	No	DAVID	Yes	NA	Not stated	No data shown, Background, FDR	No
Allergy Asthma Immunol Res	Proteomics	Homo sapiens	GO	No	Not stated	No	Enrichr	No	NA	Not stated	No data shown, Background, FDR	No
Allergy Asthma Immunol Res	Proteomics	Homo sapiens	Ingenuity Knowledge Base	No	Fisher	No	Ingenuity Pathway Analysis	No	NA	Not stated	No data shown, Background, FDR	No
Biosci Rep	Gene expression array	Mus musculus	KEGG, GO	No	Chi-squared, Fisher	No	Not stated	No	No	Not stated	Background, FDR	No
Neurol Genet	DNA methylation array, RNA-seq	Homo sapiens	KEGG	No	Not stated	Yes	Enrichr	No	NA	No	Background	No
Aging (Albany NY)	Gene expression array	Mus musculus	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	Yes
Clin Genitourin Cancer	Proteomics	Homo sapiens	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	No	Background, FDR, No data shown	No
Data Brief	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
Surgery	Gene expression array	Homo sapiens	GO, Hallmark	No	GSEA	Yes	GSEA	No	NA	NA	No	No
PeerJ	Gene expression array	Homo sapiens	BioCarta	Yes	GSEA	Yes	GSEA	No	NA	NA	No	No
PeerJ	Database	Homo sapiens	KEGG, GO	Yes	Not stated	No	Metascape	No	NA	Not stated	Background, FDR	No
Transl Oncol	RNA-seq, Proteomics	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
Dose Response	Gene expression array	Homo sapiens	KEGG, GO	No	Fisher	No	Not stated	No	No	Not stated	Background, FDR	No
Biomed Res Int	Gene expression array	Homo sapiens	KEGG, GO	No	GSEA	Yes	GSEA	Yes	NA	NA	No	No
Biomed Res Int	Gene expression array	Homo sapiens	KEGG, GO	No	Hypergeometric	Yes	Not stated	Yes	No	Not stated	Background	Yes
Biomed Res Int	Gene expression array	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	No
Diabetes Metab Syndr Obes	Gene expression array	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
Ecol Evol	RNA-seq	Exaiptasia pallida	KEGG	No	Not stated	Yes	ESGEA	No	No	NA	No	Yes
J Heart Lung Transplant	RNA-seq	Homo sapiens	KEGG, GO	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	Yes
Fertil Steril	Database	Homo sapiens	KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	No
Biosci Rep	Proteomics	Homo sapiens	GO	No	Not stated	Yes	DAVID	Yes	NA	Not stated	Background	No
Onco Targets Ther	RNA-seq	Homo sapiens	MSigDB	No	GSEA	Yes	GSEA	No	NA	NA	No	No
J Anim Sci	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
J Anim Sci	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
J Anim Sci	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
Gigascience	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
Front Neurosci	Gene expression array	Homo sapiens	KEGG, GO	No	Fisher	No	DAVID	Yes	NA	Not stated	Background, FDR	No
Front Neurosci	Gene expression array	Homo sapiens	Not stated	No	Not stated	Yes	GSEA web app	Yes	NA	No	Background	No
Oncol Rep	Gene expression array	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	No
Oncol Rep	RNA-seq	Homo sapiens	MSigDB	Yes	GSEA	Yes	GSEA	Yes	NA	NA	No	No
Oncol Rep	RNA-seq	Homo sapiens	MSigDB	Yes	GSEA	Yes	GSEA	No	NA	NA	No	No
Oncol Rep	RNA-seq	Homo sapiens	Not stated	No	GSEA	Yes	GSEA	Yes	NA	NA	No	No
Oncol Rep	Gene expression array	Homo sapiens	MSigDB	Yes	GSEA	Yes	GSEA	Yes	NA	NA	No	No
Oncol Rep	Gene expression array	Homo sapiens	GO	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
Oncol Rep	Gene expression array	Homo sapiens	KEGG	No	Not stated	No	KOBAS	No	NA	Not stated	Background, FDR	No
Cancer Cell Int	Gene expression array	Homo sapiens	Not stated	No	GSEA	No	GSEA	No	NA	NA	FDR	No
Cancer Cell Int	RNA-seq	Homo sapiens	MSigDB	No	GSEA	Yes	GSEA	No	NA	NA	No	No
Clin Epigenetics	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
Front Genet	RNA-seq	Homo sapiens	MSigDB	No	GSEA	Yes	GSEA	Yes	NA	NA	No	No
Med Sci Monit	Database	Homo sapiens	KEGG, GO	No	Not stated	Yes	DAVID	No	NA	No	Background	No
Am J Clin Nutr	RNA-seq	Homo sapiens	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	No	Background, FDR	Yes
Am J Clin Nutr	DNA methylation array	Homo sapiens	KEGG	No	Not stated	Yes	GREAT	No	NA	No	Background	Yes
Am J Clin Nutr	DNA methylation array	Homo sapiens	KEGG	No	Not stated	Yes	WebGestalt	No	NA	No	Background	Yes
Nanomaterials (Basel)	Proteomics	Mytilus galloprovincialis	KEGG	No	Hypergeometric	Yes	clusterProfiler	No	Yes	No	Background	Yes
