"Pubmed.Central.ID"	"Article.number"	"Allocated"	"Journal"	"Omics.type"	"Organism"	"Gene.set.library"	"GS.version"	"Statistical.test.used"	"FDR.Correction"	"App.used"	"App.Version"	"Code.availability"	"Background.gene.set"	"Assumptions.violated"	"Gene.lists.provided"	"scores"
"1707"	"PMC6667736"	1457	"Mark"	"Front Neurosci"	"Gene expression array"	"Homo sapiens"	"KEGG, GO"	"No"	"Fisher"	"No"	"DAVID"	"Yes"	NA	"Not stated"	"Background, FDR"	"No"	-3
"1708"	"PMC6667736"	1457	"Mark"	"Front Neurosci"	"Gene expression array"	"Homo sapiens"	"Not stated"	"No"	"Not stated"	"Yes"	"GSEA web app"	"Yes"	NA	"No"	"Background"	"No"	-4
"1709"	"PMC6667841"	1458	"Mark"	"Oncol Rep"	"Gene expression array"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"No"	"DAVID"	"Yes"	NA	"Not stated"	"Background, FDR"	"No"	-4
"1710"	"PMC6667841"	1458	"Mark"	"Oncol Rep"	"RNA-seq"	"Homo sapiens"	"MSigDB"	"Yes"	"GSEA"	"Yes"	"GSEA"	"Yes"	NA	NA	"No"	"No"	0
"1711"	"PMC6667890"	1459	"Mark"	"Oncol Rep"	"RNA-seq"	"Homo sapiens"	"MSigDB"	"Yes"	"GSEA"	"Yes"	"GSEA"	"No"	NA	NA	"No"	"No"	-1
"1712"	"PMC6667917"	1460	"Mark"	"Oncol Rep"	"RNA-seq"	"Homo sapiens"	"Not stated"	"No"	"GSEA"	"Yes"	"GSEA"	"Yes"	NA	NA	"No"	"No"	-2
"1713"	"PMC6667919"	1461	"Mark"	"Oncol Rep"	"Gene expression array"	"Homo sapiens"	"MSigDB"	"Yes"	"GSEA"	"Yes"	"GSEA"	"Yes"	NA	NA	"No"	"No"	0
"1714"	"PMC6667919"	1461	"Mark"	"Oncol Rep"	"Gene expression array"	"Homo sapiens"	"GO"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"1715"	"PMC6667919"	1461	"Mark"	"Oncol Rep"	"Gene expression array"	"Homo sapiens"	"KEGG"	"No"	"Not stated"	"No"	"KOBAS"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"1716"	"PMC6668076"	1462	"Mark"	"Cancer Cell Int"	"Gene expression array"	"Homo sapiens"	"Not stated"	"No"	"GSEA"	"No"	"GSEA"	"No"	NA	NA	"FDR"	"No"	-4
"1717"	"PMC6668118"	1463	"Mark"	"Cancer Cell Int"	"RNA-seq"	"Homo sapiens"	"MSigDB"	"No"	"GSEA"	"Yes"	"GSEA"	"No"	NA	NA	"No"	"No"	-2
"1719"	"PMC6668488"	1465	"Mark"	"Front Genet"	"RNA-seq"	"Homo sapiens"	"MSigDB"	"No"	"GSEA"	"Yes"	"GSEA"	"Yes"	NA	NA	"No"	"No"	-1
"1720"	"PMC6668497"	1466	"Mark"	"Med Sci Monit"	"Database"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"Yes"	"DAVID"	"No"	NA	"No"	"Background"	"No"	-4
"1721"	"PMC6669062"	1467	"Mark"	"Am J Clin Nutr"	"RNA-seq"	"Homo sapiens"	"Ingenuity Knowledge Base"	"No"	"Not stated"	"No"	"Ingenuity Pathway Analysis"	"No"	NA	"No"	"Background, FDR"	"Yes"	-4
"1722"	"PMC6669135"	1468	"Mark"	"Am J Clin Nutr"	"DNA methylation array"	"Homo sapiens"	"KEGG"	"No"	"Not stated"	"Yes"	"GREAT"	"No"	NA	"No"	"Background"	"Yes"	-3
"1723"	"PMC6669135"	1468	"Mark"	"Am J Clin Nutr"	"DNA methylation array"	"Homo sapiens"	"KEGG"	"No"	"Not stated"	"Yes"	"WebGestalt"	"No"	NA	"No"	"Background"	"Yes"	-3
"1724"	"PMC6669530"	1469	"Mark"	"Nanomaterials (Basel)"	"Proteomics"	"Mytilus galloprovincialis"	"KEGG"	"No"	"Hypergeometric"	"Yes"	"clusterProfiler"	"No"	"Yes"	"No"	"Background"	"Yes"	-1
"1725"	"PMC6670017"	1470	"Mark"	"Mol Oncol"	"Gene expression array"	"Homo sapiens"	"MetaCore"	"No"	"Kruskal–Wallis"	"Yes"	"MetaCore"	"No"	NA	"No"	"Background"	"No"	-3
"1726"	"PMC6670195"	1471	"Mark"	"Arthritis Res Ther"	"Proteomics"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"Yes"	"DAVID"	"Yes"	NA	"No"	"Background"	"Yes"	-2
"1727"	"PMC6670205"	1472	"Mark"	"Cancer Cell Int"	"RNA-seq"	"Homo sapiens"	"MSigDB"	"Yes"	"GSEA"	"Yes"	"GSEA"	"Yes"	NA	NA	"No"	"No"	0
"1728"	"PMC6670205"	1472	"Mark"	"Cancer Cell Int"	"RNA-seq"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"Yes"	"Not stated"	"No"	NA	"Not stated"	"Background"	"No"	-5
"1729"	"PMC6671973"	1473	"Mark"	"Sci Rep"	"Gene expression array"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"Yes"	"Not stated"	"No"	NA	"No"	"Background"	"Yes"	-4
"1730"	"PMC6673425"	1474	"Mark"	"PeerJ"	"Gene expression array"	"Homo sapiens"	"GO"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"No"	"Background, FDR"	"Yes"	-4
"1731"	"PMC6675031"	1475	"Mark"	"Environ Sci Nano"	"Gene expression array"	"Homo sapiens"	"Ingenuity Knowledge Base"	"No"	"Not stated"	"Not stated"	"Ingenuity Pathway Analysis"	"No"	NA	"Not stated"	"No data shown"	"No"	-5
"1732"	"PMC6675086"	1476	"Mark"	"PLoS One"	"Gene expression array"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"Yes"	"clusterProfiler"	"No"	"No"	"No"	"Background, FDR"	"No"	-4
"1733"	"PMC6675544"	1477	"Mark"	"JCI Insight"	"Metabolomics"	"Mus musculus"	"Not stated"	"No"	"Not stated"	"Not stated"	"Not stated"	"No"	"No"	"Not stated"	"Background, FDR"	"No"	-7
"1736"	"PMC6676175"	1480	"Mark"	"Exp Ther Med"	"RNA-seq"	"Homo sapiens"	"KEGG"	"Yes"	"GSEA"	"Yes"	"GSEA"	"No"	NA	NA	"No"	"No"	-1
"1741"	"PMC6676405"	1483	"Mark"	"Oncol Lett"	"Proteomics"	"Homo sapiens"	"KEGG"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"No"	"Background, FDR"	"No"	-5
"1742"	"PMC6676406"	1484	"Mark"	"Oncol Lett"	"Gene expression array"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"No"	"Background, FDR"	"No"	-5
"1743"	"PMC6676441"	1485	"Mark"	"Oncol Lett"	"Database"	"Homo sapiens"	"KEGG"	"No"	"EASE"	"No"	"DAVID"	"No"	NA	"No"	"Background, FDR"	"Yes"	-3
"1744"	"PMC6676546"	1486	"Mark"	"World J Gastroenterol"	"Database"	"Homo sapiens"	"GO"	"No"	"Not stated"	"No"	"KOBAS"	"No"	NA	"No"	"Background, FDR"	"No"	-5
"1747"	"PMC6676640"	1488	"Mark"	"Breast Cancer Res"	"Gene expression array"	"Homo sapiens"	"KEGG, GO, G2SBC"	"No"	"Not stated"	"Yes"	"Not stated"	"No"	NA	"No"	"No data shown"	"No"	-5
"1748"	"PMC6676650"	1489	"Mark"	"Oncol Lett"	"Gene expression array"	"Homo sapiens"	"KEGG"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"No"	"Background, FDR, No data shown"	"No"	-5
"1749"	"PMC6676651"	1490	"Mark"	"Oncol Lett"	"Gene expression array"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"No"	"DAVID"	"Yes"	NA	"No"	"Background, FDR, No data shown"	"No"	-4
"1750"	"PMC6676656"	1491	"Mark"	"Oncol Lett"	"RNA-seq"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"Yes"	"clusterProfiler"	"Yes"	"No"	"No"	"Background"	"No"	-3
"1751"	"PMC6676660"	1492	"Mark"	"Oncol Lett"	"RNA-seq"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"No"	"DAVID"	"Yes"	NA	"No"	"Background, FDR"	"No"	-4
"1752"	"PMC6676665"	1493	"Mark"	"Oncol Lett"	"Database"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"No"	"DAVID"	"Yes"	NA	"No"	"Background, FDR"	"No"	-4
"1753"	"PMC6676665"	1493	"Mark"	"Oncol Lett"	"Database"	"Homo sapiens"	"KEGG, GO"	"No"	"Fisher"	"No"	"topGO"	"No"	"No"	"No"	"Background, FDR, No data shown"	"No"	-4
"1754"	"PMC6676667"	1494	"Mark"	"Oncol Lett"	"Gene expression array"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"Yes"	"DAVID"	"Yes"	NA	"No"	"Background"	"No"	-3
"1755"	"PMC6676716"	1495	"Mark"	"Oncol Lett"	"Database"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"No"	"DAVID"	"Yes"	NA	"No"	"Background, FDR"	"No"	-4
"1756"	"PMC6676716"	1495	"Mark"	"Oncol Lett"	"Database"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"Yes"	"clusterProfiler"	"Yes"	"No"	"No"	"Background"	"No"	-3
"1757"	"PMC6676725"	1496	"Mark"	"Oncol Lett"	"Proteomics"	"Homo sapiens"	"GO"	"No"	"No test"	"No test"	"DAVID"	"Yes"	NA	"No"	"Inference without test, Background"	"Yes"	-3
"1758"	"PMC6676736"	1497	"Mark"	"Oncol Lett"	"Gene expression array"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"Yes"	"DAVID"	"Yes"	NA	"Yes"	"Background, FDR"	"No"	-2
"1759"	"PMC6676742"	1498	"Mark"	"Oncol Lett"	"RNA-seq"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"No"	"DAVID"	"Yes"	NA	"No"	"Background, FDR"	"No"	-4
"1760"	"PMC6676748"	1499	"Mark"	"Oncol Lett"	"Gene expression array, RNA-seq"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"No"	"DAVID"	"Yes"	NA	"No"	"Background, FDR"	"No"	-4
"250"	"PMC6442023"	462	"-"	"Front Pharmacol"	"RNA-seq"	"Homo sapiens, Rattus norvegicus"	"GEO"	"No"	"GSEA"	"No"	"GSEA"	"Yes"	NA	NA	"FDR"	"No"	-2
"3"	"PMC6384238"	213	"-"	"Front Oncol"	"Gene expression array, RNA-seq"	"Homo sapiens"	"GO, KEGG"	"No"	"Not stated"	"Yes"	"clusterProfiler"	"No"	NA	"Not stated"	"Background"	"Yes"	-3
"440"	"PMC6594459"	1172	"-"	"Ann Oncol"	"Database"	"Homo sapiens"	"MSigDB"	"No"	"GSEA"	"No"	"GSEA"	"Yes"	NA	NA	"FDR"	"No"	-2
"511"	"PMC6649552"	1407	"-"	"Cell Cycle"	"RNA-seq"	"Mus musculus"	"GO, KEGG"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"616"	"PMC6478283"	637	"-"	"PLoS One"	"Database"	"Homo sapiens"	"KEGG, Reactome, PID, DisGeNET, GO"	"No"	"Not stated"	"No"	"ToppGene"	"No"	NA	"Not stated"	"Background, FDR"	"Yes"	-4
"7"	"PMC6413274"	342	"-"	"Am J Transl Res"	"RNA-seq"	"Mus musculus"	"Ingenuity Knowledge Base"	"No"	"Not stated"	"No"	"Ingenuity Pathway Analysis"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"811"	"PMC6413274"	342	"-"	"Am J Transl Res"	"RNA-seq"	"Mus musculus"	"KEGG"	"No"	"Not stated"	"Yes"	"WebGestalt"	"Yes"	NA	"Not stated"	"Background"	"No"	-3
"913"	"PMC6572139"	1054	"-"	"Metabolites"	"Metabolomics"	"Homo sapiens"	"Human Metabolome Database"	"Yes"	"Fisher"	"Yes"	"MetaboAnalyst"	"No"	NA	"Not stated"	"Background"	"Yes"	-1
"1025"	"PMC6626515"	1328	"-"	"PeerJ"	"RNA-seq, Proteomics"	"Ananas comosus"	"GO, KEGG"	"No"	"Hypergeometric"	"No"	"Not stated"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"1120"	"PMC6596368"	1177	"-"	"Front Neurosci"	"Gene expression array"	"Rattus norvegicus"	"KEGG"	"No"	"Hypergeometric"	"No"	"Not stated"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"1214"	"PMC6387694"	223	"-"	"Dis Markers"	"Gene expression array"	"Rattus norvegicus"	"GO, KEGG"	"No"	"Not stated"	"No"	"DAVID"	"Yes"	NA	"Not stated"	"Background, FDR"	"Yes"	-3
"1320"	"PMC6557607"	982	"-"	"Epigenetics"	"DNA methylation sequencing"	"Homo sapiens"	"GO, Reactome"	"No"	"Not stated"	"No"	"GOrilla"	"No"	"No"	"Not stated"	"Background, FDR"	"No"	-5
"1424"	"PMC6507312"	729	"-"	"Oncol Lett"	"Gene expression array"	"Homo sapiens"	"GO, KEGG"	"No"	"Fisher"	"No"	"DAVID"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-4
"1635"	"PMC6584587"	1113	"-"	"Sci Rep"	"Gene expression array"	"Homo sapiens"	"MetaCore"	"Yes"	"Hypergeometric"	"Yes"	"MetaCore"	"Yes"	NA	"Not stated"	"Background"	"Yes"	0
"1737"	"PMC6355180"	88	"-"	"Oncotarget"	"Gene expression array"	"Homo sapiens"	"Ingenuity Knowledge Base"	"No"	"Not stated"	"No"	"Ingenuity Pathway Analysis"	"No"	NA	"No"	"Background, FDR"	"Yes"	-4
"1810"	"PMC6356810"	94	"-"	"Genes (Basel)"	"Gene expression array"	"Homo sapiens"	"KEGG"	"No"	"Not stated"	"No"	"KOBAS"	"Yes"	NA	"No"	"Background, FDR"	"No"	-4
"1910"	"PMC6461035"	557	"-"	"PeerJ"	"RNA-seq"	"Rattus norvegicus"	"KEGG, GO"	"No"	"Not stated"	"Yes"	"clusterProfiler"	"No"	"No"	"Not stated"	"Background"	"Yes"	-3
"2010"	"PMC6586291"	1121	"-"	"PLoS One"	"Metabolomics"	"Homo sapiens"	"KEGG"	"No"	"MSEA"	"Yes"	"MetaboAnalyst"	"Yes"	NA	NA	"No"	"No"	-1
"2110"	"PMC6504884"	723	"-"	"Sci Rep"	"Metabolomics"	"Mus musculus"	"Not stated"	"No"	"Not stated"	"No"	"MetaboAnalyst"	"Yes"	NA	"Not stated"	"Background, FDR"	"No"	-5
"2210"	"PMC6504884"	723	"-"	"Sci Rep"	"Metabolomics"	"Mus musculus"	"Ingenuity Knowledge Base"	"No"	"Not stated"	"No"	"Ingenuity Pathway Analysis"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"2410"	"PMC6676190"	1481	"-"	"Exp Ther Med"	"Gene expression array"	"Homo sapiens"	"KEGG"	"No"	"Fisher"	"Yes"	"Not stated"	"No"	"No"	NA	"No"	"No"	-3
"253"	"PMC6465396"	572	"-"	"Sci Rep"	"Metabolomics"	"Acropora cervicornis"	"Not stated"	"No"	"Fisher"	"No"	"Mummichog"	"No"	NA	"No"	"FDR"	"No"	-5
"266"	"PMC6350566"	73	"-"	"Int J Endocrinol"	"Gene expression array"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"Yes"	"clusterProfiler"	"No"	"No"	"No"	"Background"	"No"	-4
"2710"	"PMC6607232"	1230	"-"	"Oncol Lett"	"Proteomics"	"Homo sapiens"	"KEGG"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"2810"	"PMC6366968"	148	"-"	"Aging (Albany NY)"	"Gene expression array"	"Homo sapiens"	"KEGG, GO"	"No"	"GSEA"	"Yes"	"GSEA"	"Yes"	"No"	NA	"No"	"No"	-1
"296"	"PMC6515108"	761	"-"	"Biomed Res Int"	"Gene expression array"	"Homo sapiens"	"GO, KEGG"	"No"	"Not stated"	"No"	"DAVID"	"Yes"	NA	"Not stated"	"Background, FDR"	"No"	-4
"309"	"PMC6391848"	246	"-"	"Front Genet"	"RNA-seq"	"Bos taurus"	"KEGG, GO"	"No"	"Hypergeometric"	"Yes"	"ClueGO/Cytoscape"	"No"	NA	"Not stated"	"Background"	"No"	-3
"3110"	"PMC6391848"	246	"-"	"Front Genet"	"RNA-seq"	"Bos taurus"	"MSigDB"	"No"	"GSEA"	"Yes"	"GSEA"	"Yes"	NA	NA	"No"	"No"	-1
"3210"	"PMC6530380"	826	"-"	"Front Genet"	"RNA-seq"	"Homo sapiens"	"GO"	"No"	"Not stated"	"No"	"GOrilla"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"331"	"PMC6523927"	797	"-"	"Genes (Basel)"	"RNA-seq"	"Vicia faba"	"GO"	"No"	"Hypergeometric"	"Yes"	"GO: TermFinder"	"No"	NA	"Stated, but incorrect"	"Background"	"Yes"	-2
"3410"	"PMC6323741"	7	"-"	"BMC Genomics"	"Metabolomics"	"Bos taurus"	"KEGG"	"No"	"Fisher"	"Yes"	"Mummichog"	"Yes"	"No"	"Yes"	"No"	"Yes"	0
"356"	"PMC6549077"	932	"-"	"Oncol Rep"	"RNA-seq"	"Homo sapiens"	"GO"	"No"	"Not stated"	"No"	"DAVID"	"Yes"	NA	"Not stated"	"Background, FDR"	"No"	-4
"36"	"PMC6549077"	932	"-"	"Oncol Rep"	"RNA-seq"	"Homo sapiens"	"Not stated"	"No"	"GSEA"	"Yes"	"GSEA"	"No"	NA	NA	"No"	"No"	-3
"377"	"PMC6471144"	597	"-"	"Nutrients"	"RNA-seq"	"Homo sapiens"	"GO"	"No"	"No test"	"No test"	"DAVID"	"Yes"	NA	"Not stated"	"Inference without test"	"No"	-4
"384"	"PMC6387216"	220	"-"	"Int J Mol Sci"	"Database"	"Mus musculus"	"GO, KEGG"	"No"	"No test"	"No test"	"Cytoscape (No plugin stated)"	"Yes"	NA	"Not stated"	"No data shown"	"No"	-4
"3910"	"PMC6367803"	156	"-"	"J Hematol Oncol"	"Gene expression array, RNA-seq"	"Homo sapiens"	"GO, KEGG"	"No"	"Hypergeometric"	"Yes"	"R script"	"No"	"No"	"Not stated"	"Background, FDR"	"Yes"	-2
"4010"	"PMC6367803"	156	"-"	"J Hematol Oncol"	"Gene expression array, RNA-seq"	"Homo sapiens"	"Not stated"	"No"	"GSEA"	"No"	"GSEA"	"Yes"	NA	NA	"FDR"	"No"	-3
"4110"	"PMC6614665"	1276	"-"	"Oncol Lett"	"DNA methylation array"	"Homo sapiens"	"GO, KEGG, Reactome"	"No"	"Not stated"	"No"	"Not stated"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-6
"4210"	"PMC6405989"	304	"-"	"Sci Rep"	"Gene expression array"	"Homo sapiens"	"Reactome"	"No"	"GSEA"	"Yes"	"GSEA"	"Yes"	NA	NA	"No"	"No"	-1
"4310"	"PMC6544406"	902	"-"	"Oncotarget"	"Protein array"	"Homo sapiens"	"Ingenuity Knowledge base"	"No"	"Fisher"	"No"	"Ingenuity Pathway Analysis"	"No"	NA	"Yes"	"FDR"	"Yes"	-2
"4410"	"PMC6544406"	902	"-"	"Oncotarget"	"Protein array"	"Homo sapiens"	"Pathway commons, KEGG, Reactome"	"No"	"Hypergeometric"	"Yes"	"WebGestalt"	"No"	"No"	"Yes"	"No"	"Yes"	-1
"4510"	"PMC6544406"	902	"-"	"Oncotarget"	"Protein array"	"Homo sapiens"	"MSigDB"	"No"	"GSEA"	"Yes"	"GSEA"	"No"	NA	NA	"No"	"Yes"	-1
"4610"	"PMC6383095"	207	"-"	"Cancer Control"	"Gene expression array"	"Homo sapiens"	"GO, KEGG"	"No"	"Not stated"	"Yes"	"DAVID"	"No"	NA	"No"	"Background"	"Yes"	-3
"472"	"PMC6626963"	1331	"-"	"J Diabetes Investig"	"Gene expression array, Database"	"Homo sapiens"	"GO, KEGG"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"488"	"PMC6447814"	499	"-"	"Exp Ther Med"	"Gene expression array"	"Mus musculus"	"KEGG, GO"	"No"	"No test"	"No test"	"DAVID"	"Yes"	NA	"Not stated"	"Inference without test"	"No"	-4
"4910"	"PMC6541682"	888	"-"	"J Assist Reprod Genet"	"RNA-seq"	"Homo sapiens"	"MSigDB"	"No"	"GSEA"	"Yes"	"GSEA"	"No"	NA	NA	"No"	"Yes"	-1
"504"	"PMC6352917"	80	"-"	"Front Immunol"	"Proteomics"	"Mus musculus"	"Reactome"	"No"	"Hypergeometric"	"Yes"	"ReactomePA"	"No"	"No"	"Not stated"	"Background"	"Yes"	-2
"517"	"PMC6352917"	80	"-"	"Front Immunol"	"Proteomics"	"Mus musculus"	"KEGG"	"No"	"Hypergeometric"	"Yes"	"clusterProfiler"	"No"	"No"	"Not stated"	"Background"	"Yes"	-2
"5210"	"PMC6506780"	725	"-"	"Front Immunol"	"RNA-seq"	"Homo sapiens"	"GO, Reactome"	"No"	"Not stated"	"Yes"	"GOseq"	"No"	"No"	"Not stated"	"Background"	"No"	-4
"5310"	"PMC6620582"	1304	"-"	"Am J Physiol Gastrointest Liver Physiol"	"RNA-seq"	"Homo sapiens"	"GO, KEGG"	"No"	"Not stated"	"Yes"	"Limma"	"No"	"No"	"Not stated"	"Background"	"No"	-4
"551"	"PMC6497041"	697	"-"	"PeerJ"	"RNA-seq"	"Homo sapiens"	"GO"	"No"	"Hypergeometric"	"Yes"	"GOseq"	"No"	"No"	"Not stated"	"Background"	"Yes"	-2
"561"	"PMC6497041"	697	"-"	"PeerJ"	"RNA-seq"	"Homo sapiens"	"KEGG"	"No"	"Fisher"	"Yes"	"KOBAS"	"Yes"	NA	"Not stated"	"Background"	"Yes"	-1
"5710"	"PMC6620567"	1303	"-"	"Front Oncol"	"RNA-seq"	"Homo sapiens"	"GO, KEGG"	"No"	"Not stated"	"Yes"	"clusterProfiler"	"No"	"No"	"Not stated"	"Background"	"No"	-4
"589"	"PMC6548796"	928	"-"	"3 Biotech"	"RNA-seq"	"Anas platyrhynchos"	"GO, KEGG"	"No"	"Hypergeometric"	"No"	"DAVID"	"Yes"	NA	"Not stated"	"Background, FDR"	"Yes"	-2
"5910"	"PMC6342918"	55	"-"	"Transl Psychiatry"	"Gene expression array, DNA methylation array"	"Homo sapiens"	"MSigDB"	"No"	"Hypergeometric"	"Yes"	"GSEA"	"Yes"	"Yes"	NA	"No"	"Yes"	1
"607"	"PMC6463127"	564	"-"	"J Clin Med"	"RNA-seq"	"Homo sapiens"	"KEGG, GO"	"No"	"Fisher"	"No"	"DAVID"	"No"	NA	"Not stated"	"Background, FDR"	"Yes"	-3
"61"	"PMC6400810"	280	"-"	"J Cancer"	"Gene expression array, DNA methylation array"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"622"	"PMC6543588"	897	"-"	"Clin Epigenetics"	"DNA methylation array"	"Homo sapiens"	"GO"	"No"	"Fisher"	"Yes"	"Ingenuity Pathway Analysis"	"No"	NA	"Not stated"	"Background"	"Yes"	-2
"637"	"PMC6438477"	449	"-"	"PLoS One"	"Genome sequencing"	"Coturnix japonica"	"Ingenuity Knowledge Base"	"No"	"Not stated"	"No"	"Ingenuity Pathway Analysis"	"No"	"No"	"Not stated"	"Background, FDR"	"No"	-5
"647"	"PMC6651993"	1420	"-"	"J Immunother Cancer"	"Genome sequencing"	"Homo sapiens"	"KEGG"	"No"	"Kruskal-Wallis"	"No"	"Not stated"	"No"	"No"	"Not stated"	"Background, FDR"	"No"	-5
"65"	"PMC6529576"	822	"-"	"Front Genet"	"Genome sequencing"	"Homo sapiens"	"Jensen Diseases database"	"No"	"Fisher"	"No"	"Enrichr"	"No"	NA	"Not stated"	"Background, FDR"	"Yes"	-3
"66"	"PMC6533725"	839	"-"	"BMC Musculoskelet Disord"	"Proteomics"	"Homo sapiens"	"GO"	"No"	"Not stated"	"No"	"PANTHER"	"Yes"	NA	"Not stated"	"Background, FDR"	"No"	-4
"673"	"PMC6459497"	552	"-"	"PLoS One"	"Genome sequencing"	"Bos taurus"	"GO"	"Yes"	"Binomial"	"Yes"	"PANTHER"	"No"	NA	"Not stated"	"Background"	"Yes"	-1
"689"	"PMC6459497"	552	"-"	"PLoS One"	"Genome sequencing"	"Bos taurus"	"KEGG"	"No"	"Not stated"	"Yes"	"DAVID"	"No"	NA	"Not stated"	"Background"	"Yes"	-3
"696"	"PMC6525806"	805	"-"	"Stem Cells Int"	"Gene expression array"	"Homo sapiens"	"Ingenuity Knowledge Base"	"No"	"Not stated"	"Yes"	"Ingenuity Pathway Analysis"	"No"	NA	"Not stated"	"Background"	"Yes"	-3
"7010"	"PMC6432904"	420	"-"	"PeerJ"	"Gene expression array"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"Yes"	"DAVID"	"No"	NA	"Not stated"	"Background"	"Yes"	-3
"71"	"PMC6381748"	203	"-"	"Cell Commun Signal"	"Proteomics"	"Rattus norvegicus"	"GO"	"No"	"Hypergeometric"	"Yes"	"MetaCore"	"No"	NA	"Not stated"	"Background"	"Yes"	-2
"723"	"PMC6381748"	203	"-"	"Cell Commun Signal"	"Proteomics"	"Rattus norvegicus"	"SIGNOR"	"Yes"	"Kolmogorov–Smirnov"	"Yes"	"KSEA"	"No"	NA	NA	"No"	"Yes"	0
"731"	"PMC6599637"	1191	"-"	"Radiat Res"	"Proteomics"	"Mus musculus"	"Ingenuity Knowledge Base"	"No"	"Not stated"	"No"	"Ingenuity Pathway Analysis"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"75"	"PMC6435965"	436	"-"	"Front Genet"	"RNA-seq"	"Oreochromis niloticus"	"KEGG"	"No"	"No test"	"No test"	"KAAS"	"No"	"No"	"Not stated"	"Inference without test"	"No"	-5
"767"	"PMC6468359"	580	"-"	"Metabolites"	"Metabolomics"	"Homo sapiens"	"KEGG"	"No"	"Fisher, Hypergeometric"	"No"	"MSEA"	"No"	NA	NA	"FDR"	"No"	-3
"7710"	"PMC6349697"	68	"-"	"Front Genet"	"RNA-seq"	"Homo sapiens"	"KEGG, GO"	"Yes"	"Not stated"	"Yes"	"DAVID"	"Yes"	NA	"Not stated"	"Background"	"Yes"	-1
"785"	"PMC6507459"	735	"-"	"Oncol Lett"	"Gene expression array"	"Homo sapiens"	"GO, KEGG"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"792"	"PMC6446359"	490	"-"	"Respir Res"	"RNA-seq"	"Homo sapiens"	"KEGG, Reactome"	"No"	"Not stated"	"Yes"	"GAGE"	"No"	NA	NA	"No"	"No"	-3
"80"	"PMC6377737"	187	"-"	"BMC Genomics"	"miRNA-seq"	"Rattus norvegicus"	"KEGG"	"No"	"Not stated"	"Yes"	"DAVID"	"No"	NA	"Not stated"	"Background"	"Yes"	-3
"816"	"PMC6520261"	779	"-"	"Int J Ophthalmol"	"miRNA array"	"Mus musculus"	"GO, KEGG"	"No"	"Not stated"	"No"	"Not stated"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-6
"824"	"PMC6466271"	573	"-"	"Animals (Basel)"	"Genome sequencing"	"Canis lupus familiaris"	"GO, KEGG"	"No"	"Not stated"	"Yes"	"g:GOSt"	"No"	"No"	"Not stated"	"Background"	"No"	-4
