Pubmed Central ID	Article number	Allocated	Journal	Omics type	Organism	Gene set library	GS version	Statistical test used	FDR Correction	App used	App Version	Code availability	Background gene set	Assumptions violated	Gene lists provided
PMC6629092	1351	Sameer	JCI Insight	DNA methylation sequencing	Homo sapiens	GO	No	Not stated	Yes	GREAT	Yes	NA	Not stated	Background	No
PMC6629092	1351	Sameer	JCI Insight	RNA-seq	Homo sapiens	MSigDB	No	GSEA	No	GSEA	No	NA	NA	FDR	No
PMC6629703	1352	Sameer	Sci Rep	RNA-seq	Oryza sativa	GO, KEGG	No	Hypergeometric	No	Not stated	No	NA	Stated, but incorrect	Background, FDR	No
PMC6630412	1353	Sameer	Proteomes	Proteomics	Mus musculus	GO, KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	No
PMC6630903	1354	Sameer	Metabolites	Metabolomics	Ovis aries	MetaboAnalyst	Yes	Not stated	No	MetaboAnalyst	Yes	NA	Not stated	Background, FDR	No
PMC6631768	1355	Sameer	Medicina (Kaunas)	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6631992	1356	Sameer	Medicina (Kaunas)	Gene expression array, Database	Homo sapiens	GO, ToppFun	No	Hypergeometric	Yes	ToppFun	No	NA	Stated, but incorrect	Background	No
PMC6632497	1357	Sameer	Evid Based Complement Alternat Med	Database	Homo sapiens	GO, KEGG	No	Hypergeometric	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6633652	1358	Sameer	Cancer Cell Int	Database	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6635125	1359	Sameer	Hypertension	DNA methylation array	Homo sapiens	GO	No	Not stated	Yes	GOseq	No	NA	Not stated	Background, FDR	Yes
PMC6635158	1360	Sameer	Medicine (Baltimore)	Gene expression array, Database	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	No
PMC6635243	1361	Sameer	Medicine (Baltimore)	Gene expression array, miRNA expression array, Database	Homo sapiens	GO, KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	No
PMC6635252	1362	Sameer	Medicine (Baltimore)	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	No
PMC6635495	1363	Sameer	Sci Rep	RNA-seq	Gallus gallus	GO	No	Hypergeometric	Yes	GOseq	No	NA	Not stated	Background	No
PMC6635495	1363	Sameer	Sci Rep	RNA-seq	Gallus gallus	KEGG	No	Not stated	Yes	clusterProfiler	No	No	Not stated	Background	No
PMC6636003	1364	Sameer	Clin Proteomics	Proteomics	Homo sapiens	KEGG	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	Yes
PMC6636009	1365	Sameer	J Transl Med	Database	Homo sapiens	GO	No	Not stated	Yes	FunRich	No	NA	Not stated	Background	No
PMC6636009	1365	Sameer	J Transl Med	Database	Homo sapiens	KEGG	No	Not stated	Yes	STRING	No	NA	Not stated	Background	No
PMC6636026	1366	Sameer	BMC Genet	Genotyping array	Bos taurus	GO, Ingenuity Knowledge Base	No	Not stated	Yes	Ingenuity Pathway Analysis	No	NA	Not stated	Background	No
PMC6636046	1367	Sameer	BMC Bioinformatics	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6636054	1368	Sameer	J Immunother Cancer	Database	Homo sapiens	GO	No	Not stated	No	GeneTrail2	No	NA	Not stated	Background, FDR	No
PMC6636057	1369	Sameer	BMC Med	Genotyping array	Homo sapiens	MSigDB	No	Not stated	Yes	MAGMA	No	NA	Not stated	Background	Yes
PMC6636057	1369	Sameer	BMC Med	Genotyping array	Homo sapiens	FUMA	No	Hypergeometric	Yes	FUMA	No	NA	Not stated	Background	Yes
PMC6636116	1370	Sameer	Cancer Cell Int	Gene expression array, Database	Homo sapiens	GO, KEGG	No	Not stated	Yes	clusterProfiler	No	No	Not stated	Background	No
PMC6636172	1371	Sameer	Hereditas	Gene expression array	Homo sapiens	GO, KEGG, Reactome, WikiPathway	No	Not stated	No	ClueGO/Cytoscape	Yes	NA	Not stated	Background, FDR	No
PMC6636172	1371	Sameer	Hereditas	Gene expression array	Homo sapiens	GO, KEGG, Reactome, WikiPathway	No	Not stated	No	ClueGO/Cytoscape	Yes	NA	Not stated	Background, FDR	No
PMC6636172	1371	Sameer	Hereditas	Gene expression array	Homo sapiens	GO, KEGG, Reactome, WikiPathway	No	Not stated	No	Cluepedia	Yes	NA	Not stated	Background, FDR	No
PMC6636290	1372	Sameer	J Cancer	Gene expression array	Homo sapiens	GO	No	Not stated	Yes	FunRich	No	NA	Not stated	Background	No
PMC6636290	1372	Sameer	J Cancer	Gene expression array	Homo sapiens	KEGG	No	GSEA	Yes	GSEA	No	NA	NA	No	No
PMC6636464	1373	Sameer	Stem Cells Int	Gene expression array, Database	Homo sapiens	GO, KEGG, BioCarta	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	No
PMC6636523	1374	Sameer	Evid Based Complement Alternat Med	Database	Homo sapiens	GO	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	Yes
PMC6636523	1374	Sameer	Evid Based Complement Alternat Med	Database	Homo sapiens	KEGG	No	Not stated	No	KEGG mapper	No	NA	Not stated	Background, FDR	Yes
PMC6637171	1375	Sameer	Sci Rep	RNA-seq	Homo sapiens	GO	No	No test	No test	Not stated	No	NA	Not stated	Background, FDR, Inference without test	No
PMC6637470	1376	Sameer	BMC Res Notes	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6637527	1377	Sameer	J Exp Clin Cancer Res	RNA-seq	Homo sapiens	GO	No	Not stated	Yes	clusterProfiler	No	No	Not stated	Background	Yes
PMC6637527	1377	Sameer	J Exp Clin Cancer Res	RNA-seq	Homo sapiens	KEGG	No	GSEA	Yes	GSEA	No	NA	NA	No	Yes
PMC6637535	1378	Sameer	Breast Cancer Res	Gene expression array	Homo sapiens, Mus musculus	MSigDB	No	GSEA	Yes	GSEA	No	NA	NA	No	No
PMC6637578	1379	Sameer	Cancer Cell Int	RNA-seq	Homo sapiens	GO, KEGG	No	Not stated	Yes	Enrichr	No	NA	Not stated	Background	No
PMC6637634	1380	Sameer	BMC Plant Biol	RNA-seq	Magnolia wufengensis	GO, KEGG	No	Fisher	Yes	GOATOOLS	No	NA	Not stated	Background	No
PMC6637634	1380	Sameer	BMC Plant Biol	RNA-seq	Magnolia wufengensis	GO, KEGG	No	Not stated	Yes	KOBAS	No	NA	Not stated	Background	No
PMC6637716	1381	Sameer	Biomed Res Int	RNA-seq	Homo sapiens	GO, KEGG	No	Fisher	No	Not stated	No	NA	Not stated	Background, FDR	No
PMC6637775	1382	Sameer	Front Pediatr	Gene expression array	Homo sapiens	GO, KEGG	No	Fisher	No	clusterProfiler	No	No	Not stated	Background, FDR	No
PMC6639196	1383	Sameer	Cancer Med	RNA-seq	Homo sapiens	GO	No	Not stated	Yes	clusterProfiler	No	No	Not stated	Background	No
PMC6639467	1384	Sameer	Biosci Rep	RNA-seq	Homo sapiens	GO, KEGG	No	Not stated	No	ClueGO/Cytoscape	No	NA	Not stated	Background, FDR	No
PMC6639549	1385	Sameer	World J Gastroenterol	RNA-seq, DNA methylation array	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	No
PMC6639549	1385	Sameer	World J Gastroenterol	RNA-seq, DNA methylation array	Homo sapiens	KEGG	No	Not stated	No	KOBAS	Yes	NA	Not stated	Background, FDR	No
PMC6639549	1385	Sameer	World J Gastroenterol	RNA-seq, DNA methylation array	Homo sapiens	KEGG	No	GSEA	No	GSEA	Yes	NA	NA	FDR	No
PMC6639800	1386	Sameer	Inhal Toxicol	Proteomics	Mus musculus	GO	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	No
PMC6640160	1387	Sameer	Front Genet	Genotyping array	Cyprinus carpio	GO	No	Not stated	No	GOEAST	No	NA	Not stated	Background, FDR	Yes
PMC6640160	1387	Sameer	Front Genet	Genotyping array	Cyprinus carpio	KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	Yes
PMC6641114	1388	Sameer	PLoS One	RNA-seq	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	No
PMC6641114	1388	Sameer	PLoS One	RNA-seq	Homo sapiens	GO, KEGG	No	Not stated	No	GeneMANIA	No	NA	Not stated	Background, FDR	No
PMC6641114	1388	Sameer	PLoS One	RNA-seq	Homo sapiens	MSigDB	Yes	GSEA	Yes	GSEA	No	NA	NA	No	No
PMC6641773	1389	Sameer	Medicine (Baltimore)	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6642221	1390	Sameer	EBioMedicine	RNA-seq	Homo sapiens	MSigDB	No	GSEA	Yes	GSEA	Yes	NA	NA	No	No
PMC6642358	1391	Sameer	EBioMedicine	Proteomics	Homo sapiens	PANTHER	Yes	Fisher	Yes	PANTHER	Yes	NA	Not stated	Background	No
PMC6642358	1391	Sameer	EBioMedicine	Proteomics	Homo sapiens	Not stated	No	Fisher	Yes	DAVID	Yes	NA	Not stated	Background	No
PMC6642358	1391	Sameer	EBioMedicine	Proteomics	Homo sapiens	Not stated	No	GSEA, Fisher	Yes	GSEA	No	NA	NA	No	No
PMC6642368	1392	Sameer	Carcinogenesis	RNA-seq, Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	No	Not stated	No	NA	Not stated	Background, FDR	No
PMC6642368	1392	Sameer	Carcinogenesis	RNA-seq, Gene expression array	Homo sapiens	GO	No	GSEA	Yes	GSEA	Yes	NA	NA	No	No
PMC6643041	1393	Sameer	J Biol Chem	RNA-seq	Homo sapiens	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	No
PMC6643108	1394	Sameer	Int J Med Sci	Gene expression array	Homo sapiens	GO	No	Not stated	No	GOstats	No	NA	Not stated	Background, FDR	No
PMC6643108	1394	Sameer	Int J Med Sci	Gene expression array	Homo sapiens	GO	No	Not stated	Yes	BiNGO/Cytoscape	No	NA	Not stated	Background	No
PMC6643108	1394	Sameer	Int J Med Sci	Gene expression array	Homo sapiens	KEGG	No	Not stated	No	GeneAnswers	No	NA	Not stated	Background, FDR	No
PMC6643108	1394	Sameer	Int J Med Sci	Gene expression array	Homo sapiens	GO, KEGG	No	GSEA	Yes	GSEA	No	NA	NA	No	No
PMC6645034	1395	Sameer	PeerJ	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6645621	1396	Sameer	J Am Heart Assoc	RNA-seq	Homo sapiens	GO, KEGG	No	Not stated	No	WebGestalt	No	NA	Not stated	Background, FDR	No
PMC6645689	1397	Sameer	Onco Targets Ther	Gene expression array, Database	Homo sapiens	GO	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	No
PMC6645694	1398	Sameer	Neuropsychiatr Dis Treat	Genome sequencing	Homo sapiens	GO	No	Not stated	No	ClueGO/Cytoscape	Yes	NA	Not stated	Background, FDR	No
PMC6646387	1399	Sameer	Nat Commun	Proteomics	Homo sapiens	Ingenuity Knowledge Base	Yes	Not stated	No	Ingenuity Pathway Analysis	Yes	NA	Not stated	Background, FDR	No
PMC6646836	1400	Sameer	Front Microbiol	RNA-seq, Genome sequencing	Haemophilus influenzae	COG	No	Fisher	Yes	Not stated	No	NA	Not stated	Background, FDR	Yes
PMC6647035	1401	Mark	AAPS J	RNA-seq	Homo sapiens	Ingenuity Knowledge Base	No	Not stated	Not stated	Ingenuity Pathway Analysis	No	NA	Not stated	No data shown	No
PMC6647082	1402	Mark	BMC Genomics	RNA-seq	Gerbera hybrida	KEGG	No	Not stated	Yes	KOBAS	No	NA	Stated, but incorrect	Background	Yes
PMC6647123	1403	Mark	J Transl Med	RNA-seq, Proteomics, DNA methylation sequencing	Rattus norvegicus	KEGG, GO	Yes	Hypergeometric	Yes	DAVID	Yes	NA	Not stated	Background	Yes
PMC6647278	1404	Mark	J Transl Med	miRNA-seq	Homo sapiens	KEGG, GO, PID, Reactome, BioCarta	No	No test	No test	miRSystem	No	NA	Not stated	Inference without test	No
PMC6647481	1405	Mark	Mol Breed	RNA-seq	Brassica napus	GO, InterPro	No	Not stated	Not stated	Not stated	No	NA	Not stated	No data shown	Yes
PMC6648188	1406	Mark	Thyroid	Genome sequencing	Homo sapiens	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	Yes
PMC6649552	1407	Mark	Cell Cycle	RNA-seq	Mus musculus	KEGG, GO	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6650071	1408	Mark	PLoS One	RNA-seq	Suaeda salsa	KEGG	No	Not stated	Yes	Not stated	No	NA	Not stated	Background	No
PMC6650137	1409	Mark	PLoS One	RNA-seq	Mus musculus	GO	No	Not stated	No	Not stated	No	NA	Not stated	Background, FDR	No
PMC6650380	1410	Mark	Genet Med	Metabolomics	Homo sapiens	KEGG	No	Not stated	Not stated	Metabolon	Yes	NA	Not stated	No data shown	Yes
PMC6650538	1411	Mark	Front Aging Neurosci	Gene expression array	Mus musculus	KEGG, GO	No	Fisher, Hypergeometric	Yes	Not stated	No	NA	Not stated	Background	Yes
PMC6650621	1412	Mark	Neuropsychiatr Dis Treat	Database	Homo sapiens	KEGG, Schizo-Pi	No	No test	No test	Cytoscape (No plugin stated)	Yes	NA	Not stated	Inference without test	No
PMC6650964	1413	Mark	Int J Mol Sci	Proteomics	Rattus norvegicus	Ingenuity Knowledge Base	No	Not stated	Not stated	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	Yes
PMC6651023	1414	Mark	Int J Mol Sci	RNA-seq	Citrus sinensis	GO	No	Hypergeometric	Yes	Not stated	No	NA	Not stated	Background	Yes
PMC6651063	1415	Mark	Int J Mol Sci	RNA-seq	Raphanus sativus	GO	No	No test	No test	GOseq	No	No	Not stated	No data shown	Yes
PMC6651063	1415	Mark	Int J Mol Sci	RNA-seq	Raphanus sativus	KEGG	Yes	Not stated	No	KOBAS	Yes	No	Not stated	Background, FDR	Yes
PMC6651160	1416	Mark	Molecules	Metabolomics	Rattus norvegicus	MetaboAnalyst	Yes	Not stated	Yes	MetaboAnalyst	Yes	NA	Not stated	Background	No
PMC6651163	1417	Mark	Int J Mol Sci	RNA-seq	Aedes aegypti	GO	No	No test	No test	AmiGO	No	NA	Not stated	Inference without test	No
PMC6651264	1418	Mark	Int J Mol Sci	RNA-seq	Humulus lupulus	GO	No	Hypergeometric	Yes	agriGO	No	NA	Not stated	Background	Yes
PMC6651264	1418	Mark	Int J Mol Sci	RNA-seq	Humulus lupulus	KEGG	No	Not stated	Yes	KOBAS	No	NA	Not stated	Background	Yes
PMC6651518	1419	Mark	Int J Mol Sci	PCR array	Homo sapiens	Not stated	No	Not stated	Not stated	Not stated	No	NA	Not stated	Background, FDR	Yes
PMC6651993	1420	Mark	J Immunother Cancer	Microbiome	Homo sapiens	KEGG	No	Kruskal-Wallis	No	Not stated	No	No	NA	FDR	No
PMC6652086	1421	Mark	Stem Cells Int	Gene expression array	Rattus norvegicus	KEGG, GO	No	EASE	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6653643	1422	Mark	Front Oncol	Metabolomics	Homo sapiens	KEGG	No	Not stated	No	Mummichog	Yes	NA	No	No	No
PMC6656345	1423	Mark	PLoS One	Proteomics	Mus musculus	KEGG, GO	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	Yes
PMC6656345	1423	Mark	PLoS One	Proteomics	Mus musculus	KEGG	Yes	GSEA	Yes	GSEA	No	NA	NA	No	No
PMC6656421	1424	Mark	Endocrinology	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6656668	1425	Mark	World J Clin Cases	Gene expression array	Homo sapiens	KEGG, GO	No	Not stated	Yes	clusterProfiler	No	No	Not stated	Background	No
PMC6656712	1426	Mark	Sci Rep	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6656886	1427	Mark	Sci Rep	RNA-seq	Homo sapiens	KEGG, GO	No	Not stated	No	topGO	No	No	Not stated	Background, FDR	Yes
PMC6656886	1427	Mark	Sci Rep	RNA-seq	Homo sapiens	KEGG, GO	No	GSEA	Yes	GSEA	No	NA	NA	No	Yes
PMC6656901	1428	Mark	Physiol Mol Biol Plants	RNA-seq	Solanum sisymbriifolium	GO	No	Hypergeometric	Yes	GOseq	Yes	No	Not stated	Background	No
PMC6656901	1428	Mark	Physiol Mol Biol Plants	RNA-seq	Solanum sisymbriifolium	KEGG	No	Not stated	Yes	KOBAS	Yes	NA	Not stated	Background	No
PMC6657253	1429	Mark	Arch Med Sci	Gene expression array	Homo sapiens	KEGG, GO	No	GSEA	Yes	GSEA	Yes	NA	NA	No	No
PMC6657409	1430	Mark	J Assist Reprod Genet	RNA-seq	Macaca mulatta	Ingenuity Knowledge Base	No	Not stated	Not stated	Ingenuity Pathway Analysis	No	NA	Not stated	No data shown	Yes
PMC6657409	1430	Mark	J Assist Reprod Genet	RNA-seq	Macaca mulatta	GO	Yes	Not stated	Yes	PANTHER	Yes	NA	Not stated	Background	Yes
PMC6657575	1431	Mark	Toxicol Sci	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6657577	1432	Mark	Toxicol Sci	NanoString	Mus musculus	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	Yes
PMC6657706	1433	Mark	Front Genet	RNA-seq	Campylomormyrus compressirostris, Campylomormyrus tshokwe, Gnathonemus petersii, Malapterurus electricus, Sternopygus macrurus	KEGG, GO	No	Hypergeometric	Yes	KOBAS	Yes	NA	Not stated	Background	Yes
PMC6657832	1434	Mark	PLoS One	Gene expression array	Homo sapiens	GO	No	Not stated	Yes	Cytoscape (No plugin stated)	No	NA	Not stated	Background, No data shown	Yes
PMC6658407	1435	Mark	Allergy Asthma Immunol Res	Proteomics	Homo sapiens	GO	No	Not stated	No	DAVID	Yes	NA	Not stated	No data shown, Background, FDR	No
PMC6658407	1435	Mark	Allergy Asthma Immunol Res	Proteomics	Homo sapiens	GO	No	Not stated	No	Enrichr	No	NA	Not stated	No data shown, Background, FDR	No
PMC6658407	1435	Mark	Allergy Asthma Immunol Res	Proteomics	Homo sapiens	Ingenuity Knowledge Base	No	Fisher	No	Ingenuity Pathway Analysis	No	NA	Not stated	No data shown, Background, FDR	No
PMC6658818	1436	Mark	Biosci Rep	Gene expression array	Mus musculus	KEGG, GO	No	Chi-squared, Fisher	No	Not stated	No	No	Not stated	Background, FDR	No
PMC6659138	1437	Mark	Neurol Genet	DNA methylation array, RNA-seq	Homo sapiens	KEGG	No	Not stated	Yes	Enrichr	No	NA	No	Background	No
PMC6660058	1438	Mark	Aging (Albany NY)	Gene expression array	Mus musculus	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	Yes
PMC6660363	1439	Mark	Clin Genitourin Cancer	Proteomics	Homo sapiens	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	No	Background, FDR, No data shown	No
PMC6660621	1440	Mark	Data Brief	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6661011	1441	Mark	Surgery	Gene expression array	Homo sapiens	GO, Hallmark	No	GSEA	Yes	GSEA	No	NA	NA	No	No
PMC6661144	1442	Mark	PeerJ	Gene expression array	Homo sapiens	BioCarta	Yes	GSEA	Yes	GSEA	No	NA	NA	No	No
PMC6661144	1442	Mark	PeerJ	Database	Homo sapiens	KEGG, GO	Yes	Not stated	No	Metascape	No	NA	Not stated	Background, FDR	No
PMC6661385	1443	Mark	Transl Oncol	RNA-seq, Proteomics	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6661800	1444	Mark	Dose Response	Gene expression array	Homo sapiens	KEGG, GO	No	Fisher	No	Not stated	No	No	Not stated	Background, FDR	No
PMC6662274	1445	Mark	Biomed Res Int	Gene expression array	Homo sapiens	KEGG, GO	No	GSEA	Yes	GSEA	Yes	NA	NA	No	No
PMC6662274	1445	Mark	Biomed Res Int	Gene expression array	Homo sapiens	KEGG, GO	No	Hypergeometric	Yes	Not stated	Yes	No	Not stated	Background	Yes
PMC6662497	1446	Mark	Biomed Res Int	Gene expression array	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	No
PMC6662509	1447	Mark	Diabetes Metab Syndr Obes	Gene expression array	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6662555	1448	Mark	Ecol Evol	RNA-seq	Exaiptasia pallida	KEGG	No	Not stated	Yes	ESGEA	No	No	NA	No	Yes
PMC6663624	1449	Mark	J Heart Lung Transplant	RNA-seq	Homo sapiens	KEGG, GO	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	Yes
PMC6663626	1450	Mark	Fertil Steril	Database	Homo sapiens	KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	No
PMC6663990	1451	Mark	Biosci Rep	Proteomics	Homo sapiens	GO	No	Not stated	Yes	DAVID	Yes	NA	Not stated	Background	No
PMC6664418	1452	Mark	Onco Targets Ther	RNA-seq	Homo sapiens	MSigDB	No	GSEA	Yes	GSEA	No	NA	NA	No	No
PMC6666793	1453	Mark	J Anim Sci	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6667087	1454	Mark	J Anim Sci	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6667123	1455	Mark	J Anim Sci	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6667378	1456	Mark	Gigascience	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6667736	1457	Mark	Front Neurosci	Gene expression array	Homo sapiens	KEGG, GO	No	Fisher	No	DAVID	Yes	NA	Not stated	Background, FDR	No
PMC6667736	1457	Mark	Front Neurosci	Gene expression array	Homo sapiens	Not stated	No	Not stated	Yes	GSEA web app	Yes	NA	No	Background	No
PMC6667841	1458	Mark	Oncol Rep	Gene expression array	Homo sapiens	KEGG, GO	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	No
PMC6667841	1458	Mark	Oncol Rep	RNA-seq	Homo sapiens	MSigDB	Yes	GSEA	Yes	GSEA	Yes	NA	NA	No	No
PMC6667890	1459	Mark	Oncol Rep	RNA-seq	Homo sapiens	MSigDB	Yes	GSEA	Yes	GSEA	No	NA	NA	No	No
PMC6667917	1460	Mark	Oncol Rep	RNA-seq	Homo sapiens	Not stated	No	GSEA	Yes	GSEA	Yes	NA	NA	No	No
PMC6667919	1461	Mark	Oncol Rep	Gene expression array	Homo sapiens	MSigDB	Yes	GSEA	Yes	GSEA	Yes	NA	NA	No	No
PMC6667919	1461	Mark	Oncol Rep	Gene expression array	Homo sapiens	GO	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6667919	1461	Mark	Oncol Rep	Gene expression array	Homo sapiens	KEGG	No	Not stated	No	KOBAS	No	NA	Not stated	Background, FDR	No
PMC6668076	1462	Mark	Cancer Cell Int	Gene expression array	Homo sapiens	Not stated	No	GSEA	No	GSEA	No	NA	NA	FDR	No
PMC6668118	1463	Mark	Cancer Cell Int	RNA-seq	Homo sapiens	MSigDB	No	GSEA	Yes	GSEA	No	NA	NA	No	No
PMC6668183	1464	Mark	Clin Epigenetics	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6668488	1465	Mark	Front Genet	RNA-seq	Homo sapiens	MSigDB	No	GSEA	Yes	GSEA	Yes	NA	NA	No	No
PMC6668497	1466	Mark	Med Sci Monit	Database	Homo sapiens	KEGG, GO	No	Not stated	Yes	DAVID	No	NA	No	Background	No
PMC6669062	1467	Mark	Am J Clin Nutr	RNA-seq	Homo sapiens	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	No	Background, FDR	Yes
PMC6669135	1468	Mark	Am J Clin Nutr	DNA methylation array	Homo sapiens	KEGG	No	Not stated	Yes	GREAT	No	NA	No	Background	Yes
PMC6669135	1468	Mark	Am J Clin Nutr	DNA methylation array	Homo sapiens	KEGG	No	Not stated	Yes	WebGestalt	No	NA	No	Background	Yes
PMC6669530	1469	Mark	Nanomaterials (Basel)	Proteomics	Mytilus galloprovincialis	KEGG	No	Hypergeometric	Yes	clusterProfiler	No	Yes	No	Background	Yes
PMC6670017	1470	Mark	Mol Oncol	Gene expression array	Homo sapiens	MetaCore	No	Kruskal–Wallis	Yes	MetaCore	No	NA	No	Background	No
PMC6670195	1471	Mark	Arthritis Res Ther	Proteomics	Homo sapiens	KEGG, GO	No	Not stated	Yes	DAVID	Yes	NA	No	Background	Yes
PMC6670205	1472	Mark	Cancer Cell Int	RNA-seq	Homo sapiens	MSigDB	Yes	GSEA	Yes	GSEA	Yes	NA	NA	No	No
PMC6670205	1472	Mark	Cancer Cell Int	RNA-seq	Homo sapiens	KEGG, GO	No	Not stated	Yes	Not stated	No	NA	Not stated	Background	No
PMC6671973	1473	Mark	Sci Rep	Gene expression array	Homo sapiens	KEGG, GO	No	Not stated	Yes	Not stated	No	NA	No	Background	Yes
PMC6673425	1474	Mark	PeerJ	Gene expression array	Homo sapiens	GO	No	Not stated	No	DAVID	No	NA	No	Background, FDR	Yes
PMC6675031	1475	Mark	Environ Sci Nano	Gene expression array	Homo sapiens	Ingenuity Knowledge Base	No	Not stated	Not stated	Ingenuity Pathway Analysis	No	NA	Not stated	No data shown	No
PMC6675086	1476	Mark	PLoS One	Gene expression array	Homo sapiens	KEGG, GO	No	Not stated	Yes	clusterProfiler	No	No	No	Background, FDR	No
PMC6675544	1477	Mark	JCI Insight	Metabolomics	Mus musculus	Not stated	No	Not stated	Not stated	Not stated	No	No	Not stated	Background, FDR	No
